,,,,,,,,,,,,,,Performance,,,,,,,Standard,,,,,,,,
Rk,Player,Gls,Sh,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Pos.,HOME/AWAY
590,Andreas Weimann,0,1,9/28/2024,33-054,at AUT,Blackburn,,QPR,eng Championship,W 2-0,Y,76,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,15.5,0,"FW,MF",HOME
591,Andreas Weimann,0,0,9/14/2024,33-040,at AUT,Blackburn,,Bristol City,eng Championship,W 3-0,N,20,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",HOME
592,Andreas Weimann,0,2,8/24/2024,33-019,at AUT,Blackburn,,Oxford United,eng Championship,W 2-1,N,26,0,0,0,0,0,0,0,2,0.00,,0,0.0,14.8,0,"FW,MF",HOME
593,Andreas Weimann,0,1,1/21/2025,33-169,at AUT,Blackburn,,Coventry City,eng Championship,L 0-2,N,33,0,0,0,0,0,0,0,1,0.00,,0,0.0,31.0,0,"FW,MF",HOME
594,Andreas Weimann,0,5,11/6/2024,33-093,at AUT,Blackburn,,Stoke City,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,5,0.00,0.00,4,80.0,13.9,0,"FW,MF",HOME
595,Andreas Weimann,0,2,10/19/2024,33-075,at AUT,Blackburn,,Swansea City,eng Championship,W 1-0,N,20,0,0,0,0,0,0,0,2,0.00,0.00,2,100.0,15.6,0,"FW,MF",HOME
596,Andreas Weimann,0,1,10/23/2024,33-079,at AUT,Blackburn,,West Brom,eng Championship,D 0-0,N,28,0,0,0,0,0,0,0,1,0.00,,0,0.0,11.1,0,"FW,MF",HOME
597,Yuki Ohashi,0,0,10/19/2024,28-084,jp JPN,Blackburn,,Swansea City,eng Championship,W 1-0,N,32,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",HOME
598,Yuki Ohashi,0,1,12/14/2024,28-140,jp JPN,Blackburn,,Luton Town,eng Championship,W 2-0,Y,74,0,0,0,0,0,0,0,1,0.00,,0,0.0,4.9,0,"FW,MF",HOME
599,Yuki Ohashi,0,1,11/30/2024,28-126,jp JPN,Blackburn,,Leeds United,eng Championship,W 1-0,Y,62,0,0,0,0,0,0,0,1,0.00,,0,0.0,5.8,0,"FW,MF",HOME
600,Yuki Ohashi,0,1,9/28/2024,28-063,jp JPN,Blackburn,,QPR,eng Championship,W 2-0,Y,64,0,0,0,0,0,0,0,1,0.00,,0,0.0,2.7,0,"FW,MF",HOME
601,Yuki Ohashi,0,1,9/28/2024,28-063,jp JPN,Blackburn,,QPR,eng Championship,W 2-0,Y,64,0,0,0,0,0,0,0,1,0.00,,0,0.0,2.7,0,"FW,MF",HOME
602,Yuki Ohashi,0,2,11/2/2024,28-098,jp JPN,Blackburn,,Sheffield Utd,eng Championship,L 0-2,Y,71,0,0,0,0,0,0,0,2,0.00,,0,0.0,13.9,0,"FW,MF",HOME
603,Yuki Ohashi,0,2,8/24/2024,28-028,jp JPN,Blackburn,,Oxford United,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,17.2,0,"FW,MF",HOME
604,Yuki Ohashi,0,5,11/6/2024,28-102,jp JPN,Blackburn,,Stoke City,eng Championship,L 0-2,Y,77,0,0,0,0,0,0,0,5,0.00,0.00,2,40.0,15.2,0,"FW,MF",HOME
605,Yuki Ohashi,0,1,10/23/2024,28-088,jp JPN,Blackburn,,West Brom,eng Championship,D 0-0,Y,82,0,0,0,0,0,0,0,1,0.00,,0,0.0,12.5,0,"FW,MF",HOME
606,Jack Vale,0,0,3/8/2022,21-005,wls WAL,Blackburn,,Millwall,eng Championship,D 0-0,N,7,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
607,Jack Vale,0,0,10/18/2022,21-229,wls WAL,Blackburn,,Sunderland,eng Championship,W 2-0,N,13,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
608,Jack Vale,0,0,2/21/2023,21-355,wls WAL,Blackburn,,Blackpool,eng Championship,W 1-0,N,13,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
609,Jack Vale,0,0,10/22/2022,21-233,wls WAL,Blackburn,,Birmingham City,eng Championship,W 2-1,N,6,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
610,Jack Vale,0,0,7/30/2022,21-149,wls WAL,Blackburn,,QPR,eng Championship,W 1-0,Y,63,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
611,Jack Vale,0,1,11/5/2022,21-247,wls WAL,Blackburn,,Huddersfield,eng Championship,W 1-0,N,11,0,0,0,0,0,0,0,1,0.00,,0,0.0,17.4,0,FW,HOME
612,Jack Vale,0,0,2/6/2023,21-340,wls WAL,Blackburn,,Wigan Athletic,eng Championship,D 0-0,Y,61,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
613,Jack Vale,0,1,9/3/2022,21-184,wls WAL,Blackburn,,Bristol City,eng Championship,L 2-3,N,30,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,17.4,0,FW,HOME
614,Joe Rankin-Costello,0,1,3/12/2022,22-229,eng ENG,Blackburn,,Bristol City,eng Championship,L 0-1,Y,60,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,17.1,0,"DF,MF",HOME
615,Joe Rankin-Costello,0,1,3/8/2022,22-225,eng ENG,Blackburn,,Millwall,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,11.7,0,"DF,MF",HOME
616,Joe Rankin-Costello,0,0,3/15/2022,22-232,eng ENG,Blackburn,,Derby County,eng Championship,W 3-1,Y,45,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",HOME
617,Joe Rankin-Costello,0,0,11/3/2021,22-100,eng ENG,Blackburn,,Fulham,eng Championship,L 0-7,N,29,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",HOME
618,Joe Rankin-Costello,0,1,4/7/2023,23-255,eng ENG,Blackburn,,Norwich City,eng Championship,L 0-2,Y,72,0,0,0,0,0,0,0,1,0.00,,0,0.0,20.4,0,DF,HOME
619,Joe Rankin-Costello,0,1,8/27/2022,23-032,eng ENG,Blackburn,,Stoke City,eng Championship,L 0-1,Y,45,0,0,0,0,0,0,0,1,0.00,,0,0.0,8.5,0,DF,HOME
620,Joe Rankin-Costello,0,1,4/19/2023,23-267,eng ENG,Blackburn,,Coventry City,eng Championship,D 1-1,Y,83,0,1,1,0,0,0,0,1,0.00,,0,0.0,17.2,0,DF,HOME
621,Joe Rankin-Costello,0,2,3/4/2023,23-221,eng ENG,Blackburn,,Sheffield Utd,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,27.1,0,DF,HOME
622,Joe Rankin-Costello,0,0,3/15/2023,23-232,eng ENG,Blackburn,,Reading,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
623,Joe Rankin-Costello,0,1,4/25/2023,23-273,eng ENG,Blackburn,,Burnley,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,7.8,0,DF,HOME
624,Joe Rankin-Costello,0,2,2/21/2023,23-210,eng ENG,Blackburn,,Blackpool,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,17.7,0,DF,HOME
625,Joe Rankin-Costello,0,2,5/1/2023,23-279,eng ENG,Blackburn,,Luton Town,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,12.3,0,DF,HOME
626,Joe Rankin-Costello,0,0,1/1/2023,23-159,eng ENG,Blackburn,,Cardiff City,eng Championship,W 1-0,Y,53,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
627,Joe Rankin-Costello,0,0,12/29/2022,23-156,eng ENG,Blackburn,,Middlesbrough,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
628,Joe Rankin-Costello,0,2,2/6/2023,23-195,eng ENG,Blackburn,,Wigan Athletic,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,13.7,0,DF,HOME
629,Joe Rankin-Costello,0,2,4/15/2023,23-263,eng ENG,Blackburn,,Hull City,eng Championship,D 0-0,Y,84,0,0,0,0,0,0,0,2,0.00,,0,0.0,15.7,0,DF,HOME
630,Joe Rankin-Costello,0,0,9/16/2023,24-052,eng ENG,Blackburn,,Middlesbrough,eng Championship,W 2-1,N,15,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
631,Joe Rankin-Costello,0,4,4/27/2024,24-276,eng ENG,Blackburn,,Coventry City,eng Championship,D 0-0,Y,62,0,0,0,0,0,0,0,4,0.00,0.00,1,25.0,17.5,0,"MF,DF",HOME
632,Joe Rankin-Costello,0,5,2/3/2024,24-192,eng ENG,Blackburn,,QPR,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,5,0.00,0.00,2,40.0,21.2,0,"MF,DF",HOME
633,Joe Rankin-Costello,0,1,10/1/2023,24-067,eng ENG,Blackburn,,Leicester City,eng Championship,L 1-4,N,3,0,0,0,0,0,0,0,1,0.00,,0,0.0,18.5,0,"MF,DF",HOME
634,Joe Rankin-Costello,0,3,1/20/2024,24-178,eng ENG,Blackburn,,Huddersfield,eng Championship,D 1-1,N,28,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,18.0,0,"MF,DF",HOME
635,Joe Rankin-Costello,0,0,2/10/2024,24-199,eng ENG,Blackburn,,Stoke City,eng Championship,W 3-1,Y,65,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
636,Joe Rankin-Costello,0,0,9/20/2023,24-056,eng ENG,Blackburn,,Sunderland,eng Championship,L 1-3,N,33,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
637,Joe Rankin-Costello,0,2,4/21/2024,24-270,eng ENG,Blackburn,,Sheffield Weds,eng Championship,L 1-3,Y,84,0,0,0,0,0,0,0,2,0.00,,0,0.0,27.1,0,"MF,DF",HOME
638,Joe Rankin-Costello,0,0,3/29/2024,24-247,eng ENG,Blackburn,,Ipswich Town,eng Championship,L 0-1,Y,61,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
639,Joe Rankin-Costello,0,2,4/6/2024,24-255,eng ENG,Blackburn,,Southampton,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,12.9,0,"MF,DF",HOME
640,Joe Rankin-Costello,0,1,8/5/2023,24-010,eng ENG,Blackburn,,West Brom,eng Championship,W 2-1,Y,77,0,0,0,0,0,0,0,1,0.00,,0,0.0,5.7,0,"MF,DF",HOME
641,Joe Rankin-Costello,0,1,10/28/2023,24-094,eng ENG,Blackburn,,Swansea City,eng Championship,L 0-1,Y,59,0,0,0,0,0,0,0,1,0.00,,0,0.0,22.5,0,"MF,DF",HOME
642,Joe Rankin-Costello,0,3,8/19/2023,24-024,eng ENG,Blackburn,,Hull City,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,3,0.00,,0,0.0,15.9,0,"MF,DF",HOME
643,Joe Rankin-Costello,0,0,1/15/2025,25-173,eng ENG,Blackburn,,Portsmouth,eng Championship,W 3-0,N,14,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
644,Joe Rankin-Costello,0,0,1/4/2025,25-162,eng ENG,Blackburn,,Burnley,eng Championship,L 0-1,N,9,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
645,Joe Rankin-Costello,0,1,8/9/2024,25-014,eng ENG,Blackburn,,Derby County,eng Championship,W 4-2,Y,64,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,22.2,0,"DF,FW",HOME
646,Joe Rankin-Costello,0,0,1/21/2025,25-179,eng ENG,Blackburn,,Coventry City,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
647,Joe Rankin-Costello,0,0,10/19/2024,25-085,eng ENG,Blackburn,,Swansea City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
648,Joe Rankin-Costello,0,1,12/14/2024,25-141,eng ENG,Blackburn,,Luton Town,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,11.8,0,"DF,FW",HOME
649,Joe Rankin-Costello,0,0,12/29/2024,25-156,eng ENG,Blackburn,,Hull City,eng Championship,L 0-1,N,7,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
650,Joe Rankin-Costello,0,1,9/28/2024,25-064,eng ENG,Blackburn,,QPR,eng Championship,W 2-0,N,14,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,16.7,0,"DF,FW",HOME
651,Joe Rankin-Costello,0,2,11/2/2024,25-099,eng ENG,Blackburn,,Sheffield Utd,eng Championship,L 0-2,Y,71,0,0,0,0,0,0,0,2,0.00,,0,0.0,15.0,0,"DF,FW",HOME
652,Joe Rankin-Costello,0,3,10/23/2024,25-089,eng ENG,Blackburn,,West Brom,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,3,0.00,,0,0.0,16.3,0,"DF,FW",HOME
653,James Hill,0,0,11/10/2023,21-304,eng ENG,Blackburn,,Preston,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
654,James Hill,0,0,9/16/2023,21-249,eng ENG,Blackburn,,Middlesbrough,eng Championship,W 2-1,N,1,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
655,James Hill,0,1,1/1/2024,21-356,eng ENG,Blackburn,,Rotherham Utd,eng Championship,D 2-2,Y,90,0,1,1,0,0,0,0,1,0.00,,0,0.0,33.4,0,DF,HOME
656,James Hill,0,0,12/23/2023,21-347,eng ENG,Blackburn,,Watford,eng Championship,L 1-2,N,24,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
657,James Hill,0,0,12/12/2023,21-336,eng ENG,Blackburn,,Bristol City,eng Championship,W 2-1,N,18,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
658,James Hill,0,1,10/21/2023,21-284,eng ENG,Blackburn,,Cardiff City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,29.0,0,DF,HOME
659,James Hill,0,2,10/28/2023,21-291,eng ENG,Blackburn,,Swansea City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,19.2,0,DF,HOME
660,James Hill,0,3,12/9/2023,21-333,eng ENG,Blackburn,,Leeds United,eng Championship,L 0-2,Y,79,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,7.9,0,DF,HOME
661,Ryan Giles,0,0,2/9/2022,22-014,eng ENG,Blackburn,,Nott'ham Forest,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
662,Ryan Giles,0,0,3/8/2022,22-041,eng ENG,Blackburn,,Millwall,eng Championship,D 0-0,Y,76,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
663,Ryan Giles,0,0,4/9/2022,22-073,eng ENG,Blackburn,,Blackpool,eng Championship,D 1-1,N,10,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
664,Ryan Giles,0,0,3/15/2022,22-048,eng ENG,Blackburn,,Derby County,eng Championship,W 3-1,N,11,0,1,1,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
665,Ryan Giles,0,2,2/26/2022,22-031,eng ENG,Blackburn,,QPR,eng Championship,W 1-0,N,20,0,0,0,0,0,0,0,2,0.00,0.00,2,100.0,10.2,0,"DF,FW",HOME
666,Niall Ennis,0,1,1/1/2024,24-226,eng ENG,Blackburn,,Rotherham Utd,eng Championship,D 2-2,N,27,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,13.5,0,FW,HOME
667,Niall Ennis,0,0,12/23/2023,24-217,eng ENG,Blackburn,,Watford,eng Championship,L 1-2,Y,60,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
668,Niall Ennis,0,1,12/12/2023,24-206,eng ENG,Blackburn,,Bristol City,eng Championship,W 2-1,Y,45,0,0,0,0,0,0,0,1,0.00,,0,0.0,20.1,0,FW,HOME
669,Niall Ennis,0,0,10/21/2023,24-154,eng ENG,Blackburn,,Cardiff City,eng Championship,W 1-0,N,26,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
670,Niall Ennis,0,4,8/19/2023,24-091,eng ENG,Blackburn,,Hull City,eng Championship,L 1-2,N,39,0,0,0,0,0,0,0,4,0.00,,0,0.0,12.4,0,FW,HOME
671,Niall Ennis,0,0,12/9/2023,24-203,eng ENG,Blackburn,,Leeds United,eng Championship,L 0-2,N,11,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
672,Harry Chapman,0,1,8/21/2021,23-289,eng ENG,Blackburn,,West Brom,eng Championship,L 1-2,N,13,0,0,0,0,0,0,0,1,0.00,,0,0.0,18.2,0,"MF,FW",HOME
673,George Hirst,0,0,9/13/2022,23-210,eng ENG,Blackburn,,Watford,eng Championship,W 2-0,N,1,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
674,George Hirst,0,0,10/8/2022,23-235,eng ENG,Blackburn,,Rotherham Utd,eng Championship,W 3-0,N,11,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
675,George Hirst,0,0,10/1/2022,23-228,eng ENG,Blackburn,,Millwall,eng Championship,W 2-1,N,27,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
676,George Hirst,0,2,9/3/2022,23-200,eng ENG,Blackburn,,Bristol City,eng Championship,L 2-3,Y,60,0,0,0,0,0,0,0,2,0.00,,0,0.0,15.1,0,FW,HOME
677,Sorba Thomas,0,1,4/7/2023,23-228,wls WAL,Blackburn,,Norwich City,eng Championship,L 0-2,N,27,0,0,0,0,0,0,0,1,0.00,,0,0.0,13.5,0,"FW,DF",HOME
678,Sorba Thomas,0,0,4/19/2023,23-240,wls WAL,Blackburn,,Coventry City,eng Championship,D 1-1,N,7,0,0,0,0,0,0,0,0,,,0,,,0,"FW,DF",HOME
679,Sorba Thomas,0,0,3/4/2023,23-194,wls WAL,Blackburn,,Sheffield Utd,eng Championship,W 1-0,Y,81,0,0,0,0,0,0,0,0,,,0,,,0,"FW,DF",HOME
680,Sorba Thomas,0,2,3/15/2023,23-205,wls WAL,Blackburn,,Reading,eng Championship,W 2-1,Y,68,0,0,0,0,0,0,0,2,0.00,0.00,2,100.0,16.5,0,"FW,DF",HOME
681,Sorba Thomas,0,0,4/25/2023,23-246,wls WAL,Blackburn,,Burnley,eng Championship,L 0-1,N,17,0,0,0,0,0,0,0,0,,,0,,,0,"FW,DF",HOME
682,Sorba Thomas,0,2,2/21/2023,23-183,wls WAL,Blackburn,,Blackpool,eng Championship,W 1-0,Y,90,0,1,1,0,0,0,0,2,0.00,,0,0.0,22.9,0,"FW,DF",HOME
683,Sorba Thomas,0,1,5/1/2023,23-252,wls WAL,Blackburn,,Luton Town,eng Championship,D 1-1,N,37,0,1,1,0,0,0,0,1,0.00,,0,0.0,14.7,0,"FW,DF",HOME
684,Sorba Thomas,0,1,2/18/2023,23-180,wls WAL,Blackburn,,Swansea City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,10.8,0,"FW,DF",HOME
685,Sorba Thomas,0,1,2/6/2023,23-168,wls WAL,Blackburn,,Wigan Athletic,eng Championship,D 0-0,Y,79,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,16.6,0,"FW,DF",HOME
686,Sorba Thomas,0,1,4/15/2023,23-236,wls WAL,Blackburn,,Hull City,eng Championship,D 0-0,N,19,0,0,0,0,0,0,0,1,0.00,,0,0.0,10.8,0,"FW,DF",HOME
687,Reda Khadra,0,0,2/9/2022,20-220,de GER,Blackburn,,Nott'ham Forest,eng Championship,L 0-2,Y,57,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",HOME
688,Reda Khadra,0,6,3/12/2022,20-251,de GER,Blackburn,,Bristol City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,6,0.00,0.00,4,66.7,22.6,1,"FW,MF",HOME
689,Reda Khadra,0,0,12/4/2021,20-153,de GER,Blackburn,,Preston,eng Championship,W 1-0,Y,75,0,1,1,0,0,0,0,0,,,0,,,0,"FW,MF",HOME
690,Reda Khadra,0,2,3/15/2022,20-254,de GER,Blackburn,,Derby County,eng Championship,W 3-1,Y,79,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,23.8,0,"FW,MF",HOME
691,Reda Khadra,0,1,1/24/2022,20-204,de GER,Blackburn,,Middlesbrough,eng Championship,W 1-0,Y,76,0,0,0,0,0,0,0,1,0.00,,0,0.0,21.1,1,"FW,MF",HOME
692,Reda Khadra,0,0,9/25/2021,20-083,de GER,Blackburn,,Cardiff City,eng Championship,W 5-1,N,25,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",HOME
693,Reda Khadra,0,1,9/14/2021,20-072,de GER,Blackburn,,Hull City,eng Championship,W 2-0,N,37,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,17.9,0,"FW,MF",HOME
694,Reda Khadra,0,1,11/24/2021,20-143,de GER,Blackburn,,P'borough Utd,eng Championship,W 4-0,N,30,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,24.6,0,"FW,MF",HOME
695,Reda Khadra,0,1,12/29/2021,20-178,de GER,Blackburn,,Barnsley,eng Championship,W 2-1,Y,63,0,0,0,0,0,0,0,1,0.00,,0,0.0,32.5,0,"FW,MF",HOME
696,Reda Khadra,0,2,1/2/2022,20-182,de GER,Blackburn,,Huddersfield,eng Championship,D 0-0,Y,62,0,0,0,0,0,0,0,2,0.00,,0,0.0,18.5,0,"FW,MF",HOME
697,Tyler Magloire,0,0,9/11/2021,22-264,eng ENG,Blackburn,,Luton Town,eng Championship,D 2-2,N,11,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",HOME
698,Makhtar Gueye,0,1,1/4/2025,27-031,sn SEN,Blackburn,,Burnley,eng Championship,L 0-1,Y,74,0,0,0,0,0,0,0,1,0.00,,0,0.0,17.7,0,FW,HOME
699,Makhtar Gueye,0,3,8/9/2024,26-249,sn SEN,Blackburn,,Derby County,eng Championship,W 4-2,Y,64,0,0,0,0,0,0,0,3,0.00,0.00,2,66.7,19.3,0,FW,HOME
700,Makhtar Gueye,0,7,1/21/2025,27-048,sn SEN,Blackburn,,Coventry City,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,7,0.00,0.00,3,42.9,11.7,0,FW,HOME
701,Makhtar Gueye,0,0,10/19/2024,26-320,sn SEN,Blackburn,,Swansea City,eng Championship,W 1-0,Y,58,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
702,Makhtar Gueye,0,1,12/14/2024,27-010,sn SEN,Blackburn,,Luton Town,eng Championship,W 2-0,Y,88,0,2,2,0,0,0,0,1,0.00,,0,0.0,20.2,0,FW,HOME
703,Makhtar Gueye,0,0,11/30/2024,26-362,sn SEN,Blackburn,,Leeds United,eng Championship,W 1-0,N,28,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
704,Makhtar Gueye,0,3,12/26/2024,27-022,sn SEN,Blackburn,,Sunderland,eng Championship,D 2-2,N,31,0,1,1,0,0,0,0,3,0.00,,0,0.0,9.5,0,FW,HOME
705,Makhtar Gueye,0,3,12/29/2024,27-025,sn SEN,Blackburn,,Hull City,eng Championship,L 0-1,Y,61,0,0,0,0,0,0,0,3,0.00,,0,0.0,10.6,0,FW,HOME
706,Makhtar Gueye,0,1,9/28/2024,26-299,sn SEN,Blackburn,,QPR,eng Championship,W 2-0,N,26,0,0,0,0,0,0,0,1,0.00,,0,0.0,47.2,0,FW,HOME
707,Makhtar Gueye,0,1,11/2/2024,26-334,sn SEN,Blackburn,,Sheffield Utd,eng Championship,L 0-2,N,19,0,0,0,0,0,0,0,1,0.00,,0,0.0,5.1,0,FW,HOME
708,Makhtar Gueye,0,2,8/24/2024,26-264,sn SEN,Blackburn,,Oxford United,eng Championship,W 2-1,N,39,0,1,1,0,0,0,0,2,0.00,,0,0.0,13.7,0,FW,HOME
709,Makhtar Gueye,0,1,11/6/2024,26-338,sn SEN,Blackburn,,Stoke City,eng Championship,L 0-2,N,13,0,0,0,0,0,0,0,1,0.00,,0,0.0,4.6,0,FW,HOME
710,Makhtar Gueye,0,0,10/23/2024,26-324,sn SEN,Blackburn,,West Brom,eng Championship,D 0-0,N,8,0,0,0,0,0,0,0,0,,,0,,,0,FW,HOME
711,Callum Brittain,0,0,4/7/2023,25-026,eng ENG,Blackburn,,Norwich City,eng Championship,L 0-2,N,18,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
712,Callum Brittain,0,0,4/19/2023,25-038,eng ENG,Blackburn,,Coventry City,eng Championship,D 1-1,Y,73,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
713,Callum Brittain,0,1,10/18/2022,24-220,eng ENG,Blackburn,,Sunderland,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,16.0,0,DF,HOME
714,Callum Brittain,0,0,8/14/2022,24-155,eng ENG,Blackburn,,West Brom,eng Championship,W 2-1,Y,45,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
715,Callum Brittain,0,0,4/25/2023,25-044,eng ENG,Blackburn,,Burnley,eng Championship,L 0-1,N,17,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
716,Callum Brittain,0,0,2/21/2023,24-346,eng ENG,Blackburn,,Blackpool,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
717,Callum Brittain,0,0,5/1/2023,25-050,eng ENG,Blackburn,,Luton Town,eng Championship,D 1-1,N,10,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
718,Callum Brittain,0,0,7/30/2022,24-140,eng ENG,Blackburn,,QPR,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
719,Callum Brittain,0,1,11/5/2022,24-238,eng ENG,Blackburn,,Huddersfield,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,18.9,0,DF,HOME
720,Callum Brittain,0,0,12/10/2022,24-273,eng ENG,Blackburn,,Preston,eng Championship,L 1-4,Y,7,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
721,Callum Brittain,0,0,4/15/2023,25-034,eng ENG,Blackburn,,Hull City,eng Championship,D 0-0,N,6,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
722,Callum Brittain,0,3,11/10/2023,25-243,eng ENG,Blackburn,,Preston,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,3,0.00,0.00,2,66.7,22.6,0,"DF,MF",HOME
723,Callum Brittain,0,0,9/16/2023,25-188,eng ENG,Blackburn,,Middlesbrough,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",HOME
724,Callum Brittain,0,1,1/1/2024,25-295,eng ENG,Blackburn,,Rotherham Utd,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,20.5,0,"DF,MF",HOME
725,Callum Brittain,0,3,4/27/2024,26-046,eng ENG,Blackburn,,Coventry City,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,17.8,0,"DF,MF",HOME
726,Callum Brittain,0,0,12/12/2023,25-275,eng ENG,Blackburn,,Bristol City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",HOME
