,,,,,,,,,,,,,,Performance,,,,,,,Standard,,,,,,,,
Rk,Player,Gls,Sh,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Pos.,HOME/AWAY
,Callum Brittain,0,0,3/10/2023,24-363,eng ENG,Blackburn,@,Stoke City,eng Championship,L 2-3,N,7,0,1,1,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,4/1/2023,25-020,eng ENG,Blackburn,@,Birmingham City,eng Championship,L 0-1,N,10,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,2/25/2023,24-350,eng ENG,Blackburn,@,QPR,eng Championship,W 3-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,10/4/2022,24-206,eng ENG,Blackburn,@,Cardiff City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,9/17/2022,24-189,eng ENG,Blackburn,@,Luton Town,eng Championship,L 0-2,N,32,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,2/15/2023,24-340,eng ENG,Blackburn,@,West Brom,eng Championship,D 1-1,N,23,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,8/6/2022,24-147,eng ENG,Blackburn,@,Swansea City,eng Championship,W 3-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,10/11/2022,24-213,eng ENG,Blackburn,@,Wigan Athletic,eng Championship,L 0-1,N,45,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,11/13/2022,24-246,eng ENG,Blackburn,@,Burnley,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,2,5/8/2023,25-057,eng ENG,Blackburn,@,Millwall,eng Championship,W 4-3,N,45,0,0,0,0,0,0,0,2,0.00,0.00,2,100.0,8.9,0,DF,AWAY
,Callum Brittain,0,0,4/22/2023,25-041,eng ENG,Blackburn,@,Preston,eng Championship,D 1-1,N,2,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,2/11/2023,24-336,eng ENG,Blackburn,@,Watford,eng Championship,D 1-1,N,5,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,8/17/2022,24-158,eng ENG,Blackburn,@,Reading,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,1,11/1/2022,24-234,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,11.1,0,DF,AWAY
,Callum Brittain,0,1,10/15/2022,24-217,eng ENG,Blackburn,@,Middlesbrough,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,13.8,0,DF,AWAY
,Callum Brittain,0,0,3/16/2024,26-004,eng ENG,Blackburn,@,Middlesbrough,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,1,2/17/2024,25-342,eng ENG,Blackburn,@,Preston,eng Championship,D 2-2,Y,90,0,1,1,0,0,0,0,1,0.00,,0,0.0,19.0,0,"DF,MF",AWAY
,Callum Brittain,0,0,2/13/2024,25-338,eng ENG,Blackburn,@,Birmingham City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,0,8/27/2023,25-168,eng ENG,Blackburn,@,Watford,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,1,12/26/2023,25-289,eng ENG,Blackburn,@,Huddersfield,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,30.6,0,"DF,MF",AWAY
,Callum Brittain,0,1,2/20/2024,25-345,eng ENG,Blackburn,@,Cardiff City,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,13.8,0,"DF,MF",AWAY
,Callum Brittain,0,0,11/25/2023,25-258,eng ENG,Blackburn,@,Stoke City,eng Championship,W 3-0,Y,89,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,1,12/16/2023,25-279,eng ENG,Blackburn,@,Southampton,eng Championship,L 0-4,Y,54,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,4.9,0,"DF,MF",AWAY
,Callum Brittain,0,1,11/5/2023,25-238,eng ENG,Blackburn,@,Norwich City,eng Championship,W 3-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,16.5,0,"DF,MF",AWAY
,Callum Brittain,0,2,3/2/2024,25-356,eng ENG,Blackburn,@,Swansea City,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,14.8,0,"DF,MF",AWAY
,Callum Brittain,0,3,12/2/2023,25-265,eng ENG,Blackburn,@,Sheffield Weds,eng Championship,L 1-3,Y,90,0,0,0,0,0,0,0,3,0.00,,0,0.0,16.6,0,"DF,MF",AWAY
,Callum Brittain,0,2,5/4/2024,26-053,eng ENG,Blackburn,@,Leicester City,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,17.9,0,"DF,MF",AWAY
,Callum Brittain,0,0,8/12/2023,25-153,eng ENG,Blackburn,@,Rotherham Utd,eng Championship,D 2-2,N,34,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,0,4/1/2024,26-020,eng ENG,Blackburn,@,Sunderland,eng Championship,W 5-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,0,10/7/2023,25-209,eng ENG,Blackburn,@,QPR,eng Championship,W 4-0,N,45,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,0,9/2/2023,25-174,eng ENG,Blackburn,@,Plymouth Argyle,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,3,12/29/2023,25-292,eng ENG,Blackburn,@,Hull City,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,16.5,0,"DF,MF",AWAY
,Callum Brittain,0,0,1/13/2024,25-307,eng ENG,Blackburn,@,West Brom,eng Championship,L 1-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,1,9/23/2023,25-195,eng ENG,Blackburn,@,Ipswich Town,eng Championship,L 3-4,Y,80,0,0,0,0,0,0,0,1,0.00,,0,0.0,10.5,0,"DF,MF",AWAY
,Callum Brittain,0,1,10/4/2023,25-206,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,13.9,0,"DF,MF",AWAY
,Callum Brittain,0,0,4/10/2024,26-029,eng ENG,Blackburn,@,Bristol City,eng Championship,L 0-5,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,0,4/13/2024,26-032,eng ENG,Blackburn,@,Leeds United,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,MF",AWAY
,Callum Brittain,0,1,8/31/2024,26-172,eng ENG,Blackburn,@,Burnley,eng Championship,D 1-1,Y,88,0,0,0,0,0,0,0,1,0.00,,0,0.0,16.4,0,DF,AWAY
,Callum Brittain,0,0,11/9/2024,26-242,eng ENG,Blackburn,@,Cardiff City,eng Championship,W 3-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,8/17/2024,26-158,eng ENG,Blackburn,@,Norwich City,eng Championship,D 2-2,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,12/7/2024,26-270,eng ENG,Blackburn,@,Hull City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,0,1/1/2025,26-295,eng ENG,Blackburn,@,Leeds United,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,1,1/25/2025,26-319,eng ENG,Blackburn,@,Bristol City,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,16.0,0,DF,AWAY
,Callum Brittain,0,0,10/26/2024,26-228,eng ENG,Blackburn,@,Watford,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Callum Brittain,0,1,11/27/2024,26-260,eng ENG,Blackburn,@,Middlesbrough,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,17.7,0,DF,AWAY
,Callum Brittain,0,2,1/18/2025,26-312,eng ENG,Blackburn,@,Oxford United,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,22.2,0,DF,AWAY
,Leopold Wahlstedt,0,0,12/26/2023,24-175,se SWE,Blackburn,@,Huddersfield,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Leopold Wahlstedt,0,0,11/25/2023,24-144,se SWE,Blackburn,@,Stoke City,eng Championship,W 3-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Leopold Wahlstedt,0,0,12/16/2023,24-165,se SWE,Blackburn,@,Southampton,eng Championship,L 0-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Leopold Wahlstedt,0,0,11/5/2023,24-124,se SWE,Blackburn,@,Norwich City,eng Championship,W 3-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Leopold Wahlstedt,0,0,12/2/2023,24-151,se SWE,Blackburn,@,Sheffield Weds,eng Championship,L 1-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Leopold Wahlstedt,0,0,10/7/2023,24-095,se SWE,Blackburn,@,QPR,eng Championship,W 4-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Leopold Wahlstedt,0,0,12/29/2023,24-178,se SWE,Blackburn,@,Hull City,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Leopold Wahlstedt,0,0,1/13/2024,24-193,se SWE,Blackburn,@,West Brom,eng Championship,L 1-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Leopold Wahlstedt,0,0,10/24/2023,24-112,se SWE,Blackburn,@,Millwall,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Leopold Wahlstedt,0,0,10/4/2023,24-092,se SWE,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Jacob Davenport,0,0,11/20/2021,22-327,eng ENG,Blackburn,@,Bristol City,eng Championship,D 1-1,Y,59,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Jacob Davenport,0,0,11/27/2021,22-334,eng ENG,Blackburn,@,Stoke City,eng Championship,W 1-0,N,18,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Jacob Davenport,0,0,8/18/2021,22-233,eng ENG,Blackburn,@,Nott'ham Forest,eng Championship,W 2-1,N,17,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Zak Gilsenan,0,0,3/2/2024,20-299,ie IRL,Blackburn,@,Swansea City,eng Championship,L 1-2,N,1,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Zak Gilsenan,0,0,10/7/2023,20-152,ie IRL,Blackburn,@,QPR,eng Championship,W 4-0,N,2,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Adam Forshaw,0,1,1/25/2025,33-109,eng ENG,Blackburn,@,Bristol City,eng Championship,L 1-2,Y,83,0,0,0,0,0,0,0,1,0.00,,0,0.0,32.7,0,MF,AWAY
,Adam Forshaw,0,1,1/18/2025,33-102,eng ENG,Blackburn,@,Oxford United,eng Championship,L 0-1,N,62,0,0,0,0,0,0,0,1,0.00,,0,0.0,12.4,0,MF,AWAY
,Owen Beck,0,0,12/10/2024,22-123,wls WAL,Blackburn,@,Sheffield Weds,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",AWAY
,Owen Beck,0,0,8/31/2024,22-022,wls WAL,Blackburn,@,Burnley,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",AWAY
,Owen Beck,0,1,12/7/2024,22-120,wls WAL,Blackburn,@,Hull City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,13.9,0,"DF,FW",AWAY
,Owen Beck,0,0,1/1/2025,22-145,wls WAL,Blackburn,@,Leeds United,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",AWAY
,Owen Beck,0,0,9/22/2024,22-044,wls WAL,Blackburn,@,Preston,eng Championship,D 0-0,Y,88,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",AWAY
,Owen Beck,0,0,1/25/2025,22-169,wls WAL,Blackburn,@,Bristol City,eng Championship,L 1-2,N,16,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",AWAY
,Owen Beck,0,0,10/26/2024,22-078,wls WAL,Blackburn,@,Watford,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",AWAY
,Owen Beck,0,0,11/27/2024,22-110,wls WAL,Blackburn,@,Middlesbrough,eng Championship,W 1-0,N,24,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",AWAY
,Owen Beck,0,0,12/21/2024,22-134,wls WAL,Blackburn,@,Millwall,eng Championship,L 0-1,N,24,0,0,0,0,0,0,0,0,,,0,,,0,"DF,FW",AWAY
,Owen Beck,0,1,1/18/2025,22-162,wls WAL,Blackburn,@,Oxford United,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,16.7,0,"DF,FW",AWAY
,Benjamin Chrisene,0,0,3/16/2024,20-064,eng ENG,Blackburn,@,Middlesbrough,eng Championship,D 0-0,N,3,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Benjamin Chrisene,0,0,2/17/2024,20-036,eng ENG,Blackburn,@,Preston,eng Championship,D 2-2,N,27,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Benjamin Chrisene,0,0,2/13/2024,20-032,eng ENG,Blackburn,@,Birmingham City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Benjamin Chrisene,0,0,2/20/2024,20-039,eng ENG,Blackburn,@,Cardiff City,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Benjamin Chrisene,0,1,3/2/2024,20-050,eng ENG,Blackburn,@,Swansea City,eng Championship,L 1-2,N,25,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,16.4,0,DF,AWAY
,Benjamin Chrisene,0,0,5/4/2024,20-113,eng ENG,Blackburn,@,Leicester City,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Benjamin Chrisene,0,0,4/1/2024,20-080,eng ENG,Blackburn,@,Sunderland,eng Championship,W 5-1,N,71,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Benjamin Chrisene,0,0,4/10/2024,20-089,eng ENG,Blackburn,@,Bristol City,eng Championship,L 0-5,N,45,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Benjamin Chrisene,0,0,4/13/2024,20-092,eng ENG,Blackburn,@,Leeds United,eng Championship,W 1-0,N,7,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,John Buckley,0,0,1/19/2022,22-098,eng ENG,Blackburn,@,Hull City,eng Championship,L 0-2,Y,67,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,John Buckley,0,1,11/20/2021,22-038,eng ENG,Blackburn,@,Bristol City,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,25.8,0,"MF,FW",AWAY
,John Buckley,0,1,2/23/2022,22-133,eng ENG,Blackburn,@,Sheffield Utd,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,27.6,0,"MF,FW",AWAY
,John Buckley,0,3,2/14/2022,22-124,eng ENG,Blackburn,@,West Brom,eng Championship,D 0-0,Y,89,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,18.9,0,"MF,FW",AWAY
,John Buckley,0,0,8/14/2021,21-305,eng ENG,Blackburn,@,Millwall,eng Championship,D 1-1,Y,73,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,John Buckley,0,3,3/19/2022,22-157,eng ENG,Blackburn,@,Reading,eng Championship,L 0-1,Y,58,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,14.5,0,"MF,FW",AWAY
,John Buckley,0,0,9/18/2021,21-340,eng ENG,Blackburn,@,Barnsley,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,John Buckley,0,0,9/28/2021,21-350,eng ENG,Blackburn,@,Huddersfield,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,John Buckley,0,0,11/27/2021,22-045,eng ENG,Blackburn,@,Stoke City,eng Championship,W 1-0,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,John Buckley,0,0,10/30/2021,22-017,eng ENG,Blackburn,@,Derby County,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,John Buckley,0,2,12/11/2021,22-059,eng ENG,Blackburn,@,Bournemouth,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,25.9,0,"MF,FW",AWAY
,John Buckley,0,2,4/2/2022,22-171,eng ENG,Blackburn,@,Coventry City,eng Championship,D 2-2,Y,80,0,1,1,0,0,0,0,2,0.00,,0,0.0,27.3,0,"MF,FW",AWAY
,John Buckley,0,3,8/18/2021,21-309,eng ENG,Blackburn,@,Nott'ham Forest,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,3,0.00,0.00,3,100.0,19.8,0,"MF,FW",AWAY
,John Buckley,0,0,10/2/2021,21-354,eng ENG,Blackburn,@,Blackpool,eng Championship,L 1-2,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,John Buckley,0,0,8/28/2021,21-319,eng ENG,Blackburn,@,Middlesbrough,eng Championship,D 1-1,N,31,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,John Buckley,0,1,1/15/2022,22-094,eng ENG,Blackburn,@,Cardiff City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,28.9,0,"MF,FW",AWAY
,John Buckley,0,0,4/15/2022,22-184,eng ENG,Blackburn,@,P'borough Utd,eng Championship,L 1-2,Y,71,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,John Buckley,0,3,2/5/2022,22-115,eng ENG,Blackburn,@,Swansea City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,16.8,0,"MF,FW",AWAY
,John Buckley,0,1,1/29/2022,22-108,eng ENG,Blackburn,@,Luton Town,eng Championship,D 0-0,Y,75,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,26.8,1,"MF,FW",AWAY
,John Buckley,0,0,8/20/2022,22-311,eng ENG,Blackburn,@,Sheffield Utd,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,3/10/2023,23-148,eng ENG,Blackburn,@,Stoke City,eng Championship,L 2-3,Y,58,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,12/26/2022,23-074,eng ENG,Blackburn,@,Sunderland,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,1,12/17/2022,23-065,eng ENG,Blackburn,@,Norwich City,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,27.7,0,MF,AWAY
,John Buckley,0,0,2/25/2023,23-135,eng ENG,Blackburn,@,QPR,eng Championship,W 3-1,Y,89,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,10/4/2022,22-356,eng ENG,Blackburn,@,Cardiff City,eng Championship,L 0-1,Y,56,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,9/17/2022,22-339,eng ENG,Blackburn,@,Luton Town,eng Championship,L 0-2,N,21,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,8/6/2022,22-297,eng ENG,Blackburn,@,Swansea City,eng Championship,W 3-0,Y,88,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,11/13/2022,23-031,eng ENG,Blackburn,@,Burnley,eng Championship,L 0-3,N,22,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,2/11/2023,23-121,eng ENG,Blackburn,@,Watford,eng Championship,D 1-1,N,31,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,1/21/2023,23-100,eng ENG,Blackburn,@,Bristol City,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,8/17/2022,22-308,eng ENG,Blackburn,@,Reading,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,1,3/16/2024,24-155,eng ENG,Blackburn,@,Middlesbrough,eng Championship,D 0-0,Y,71,0,0,0,0,0,0,0,1,0.00,,0,0.0,22.7,1,MF,AWAY
,John Buckley,0,0,2/20/2024,24-130,eng ENG,Blackburn,@,Cardiff City,eng Championship,D 0-0,N,30,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,1,3/2/2024,24-141,eng ENG,Blackburn,@,Swansea City,eng Championship,L 1-2,Y,89,0,1,1,0,0,0,0,1,0.00,,0,0.0,13.4,0,MF,AWAY
,John Buckley,0,0,5/4/2024,24-204,eng ENG,Blackburn,@,Leicester City,eng Championship,W 2-0,N,1,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,8/12/2023,23-303,eng ENG,Blackburn,@,Rotherham Utd,eng Championship,D 2-2,N,1,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,4/1/2024,24-171,eng ENG,Blackburn,@,Sunderland,eng Championship,W 5-1,N,17,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,4/10/2024,24-180,eng ENG,Blackburn,@,Bristol City,eng Championship,L 0-5,N,45,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,10/1/2024,24-354,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-3,N,20,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,11/9/2024,25-027,eng ENG,Blackburn,@,Cardiff City,eng Championship,W 3-1,N,13,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,8/17/2024,24-309,eng ENG,Blackburn,@,Norwich City,eng Championship,D 2-2,N,10,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,1/25/2025,25-104,eng ENG,Blackburn,@,Bristol City,eng Championship,L 1-2,Y,84,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,0,10/26/2024,25-013,eng ENG,Blackburn,@,Watford,eng Championship,L 0-1,N,13,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,John Buckley,0,3,1/18/2025,25-097,eng ENG,Blackburn,@,Oxford United,eng Championship,L 0-1,Y,81,0,0,0,0,0,0,0,3,0.00,0.00,2,66.7,30.7,1,MF,AWAY
,Dion Sanderson,0,0,1/25/2025,25-041,eng ENG,Blackburn,@,Bristol City,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Connor O'Riordan,0,0,2/13/2024,,ie IRL,Blackburn,@,Birmingham City,eng Championship,L 0-1,N,19,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,John Fleck,0,0,2/17/2024,32-177,sct SCO,Blackburn,@,Preston,eng Championship,D 2-2,Y,16,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Harry Leonard,0,1,4/10/2023,19-210,eng ENG,Blackburn,@,Huddersfield,eng Championship,D 2-2,N,26,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,15.2,0,"MF,FW",AWAY
,Harry Leonard,0,1,8/27/2023,19-349,eng ENG,Blackburn,@,Watford,eng Championship,W 1-0,Y,56,0,0,0,0,0,0,0,1,0.00,,0,0.0,12.2,0,FW,AWAY
,Harry Leonard,0,0,11/25/2023,20-074,eng ENG,Blackburn,@,Stoke City,eng Championship,W 3-0,N,1,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Harry Leonard,0,1,12/16/2023,20-095,eng ENG,Blackburn,@,Southampton,eng Championship,L 0-4,N,33,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,17.5,0,FW,AWAY
,Harry Leonard,0,0,11/5/2023,20-054,eng ENG,Blackburn,@,Norwich City,eng Championship,W 3-1,N,4,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Harry Leonard,0,3,12/2/2023,20-081,eng ENG,Blackburn,@,Sheffield Weds,eng Championship,L 1-3,Y,78,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,9.2,0,FW,AWAY
,Harry Leonard,0,0,8/12/2023,19-334,eng ENG,Blackburn,@,Rotherham Utd,eng Championship,D 2-2,Y,56,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Harry Leonard,0,0,9/2/2023,19-355,eng ENG,Blackburn,@,Plymouth Argyle,eng Championship,L 0-3,N,29,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Harry Leonard,0,2,1/13/2024,20-123,eng ENG,Blackburn,@,West Brom,eng Championship,L 1-4,Y,60,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,8.9,0,FW,AWAY
,Harry Leonard,0,1,9/23/2023,20-011,eng ENG,Blackburn,@,Ipswich Town,eng Championship,L 3-4,Y,81,0,1,1,0,0,0,0,1,0.00,0.00,1,100.0,10.2,0,FW,AWAY
,Harry Leonard,0,1,1/1/2025,21-111,eng ENG,Blackburn,@,Leeds United,eng Championship,D 1-1,N,43,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,12.7,0,"FW,MF",AWAY
,Harry Leonard,0,1,1/25/2025,21-135,eng ENG,Blackburn,@,Bristol City,eng Championship,L 1-2,N,6,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,10.7,0,"FW,MF",AWAY
,Harry Leonard,0,0,1/18/2025,21-128,eng ENG,Blackburn,@,Oxford United,eng Championship,L 0-1,N,32,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",AWAY
